,RECORD INDEX,NEIGHBORHOOD,BLDGCAT,BLDGDESCRIPTION,TAXCLP,BLOCK,LOT,BLDGCP,ADDRESS,ZIP_CODE,RESIDENTIAL_ UNITS,COMMERCIAL_UNITS,UNITS,LANDSFT,GROSSSF,BUILT,TAXCLSALE,BLDGCTOS,SALE_PRICE,SALE_DATE,LAT,LONG
8194,5153.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 1",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$170,560.00",11/30/2022,40.82531188,-73.9483628
8195,5154.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 10",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,$0.00,11/30/2022,40.82531188,-73.9483628
8196,5155.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 10",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$40,250.00",11/30/2022,40.82531188,-73.9483628
8197,5156.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 11",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,$0.00,11/30/2022,40.82531188,-73.9483628
8198,5157.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 11",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$40,250.00",11/30/2022,40.82531188,-73.9483628
8199,5158.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 12",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,$0.00,11/30/2022,40.82531188,-73.9483628
8200,5159.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 12",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$40,250.00",11/30/2022,40.82531188,-73.9483628
8201,5160.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 13",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,$0.00,11/30/2022,40.82531188,-73.9483628
8202,5161.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 13",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$40,250.00",11/30/2022,40.82531188,-73.9483628
8203,5162.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 14",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,$0.00,11/30/2022,40.82531188,-73.9483628
8204,5163.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 14",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$40,250.00",11/30/2022,40.82531188,-73.9483628
8205,5164.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 15",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,$0.00,11/30/2022,40.82531188,-73.9483628
8206,5165.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 15",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$189,450.00",11/30/2022,40.82531188,-73.9483628
8207,5166.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 2",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,$0.00,11/30/2022,40.82531188,-73.9483628
8208,5167.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 2",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$40,250.00",11/30/2022,40.82531188,-73.9483628
8209,5168.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 3",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,$0.00,11/30/2022,40.82531188,-73.9483628
8210,5169.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 3",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$40,250.00",11/30/2022,40.82531188,-73.9483628
8211,5170.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 4",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,$0.00,11/30/2022,40.82531188,-73.9483628
8212,5171.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 4",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$40,250.00",11/30/2022,40.82531188,-73.9483628
8213,5172.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 5",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,$0.00,11/30/2022,40.82531188,-73.9483628
8214,5173.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 6",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,$0.00,11/30/2022,40.82531188,-73.9483628
8215,5174.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 6",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$40,250.00",11/30/2022,40.82531188,-73.9483628
8216,5175.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 7",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,$0.00,11/30/2022,40.82531188,-73.9483628
8217,5176.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 7",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$40,250.00",11/30/2022,40.82531188,-73.9483628
8218,5177.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 8",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,$0.00,11/30/2022,40.82531188,-73.9483628
8219,5178.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 9",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,$0.00,11/30/2022,40.82531188,-73.9483628
8220,5179.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134 STREET, 9",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$40,250.00",11/30/2022,40.82531188,-73.9483628
8221,5180.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,508 WEST 134TH STREET,10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$5,922,396.00",11/30/2022,40.82531188,-73.9483628
8222,5181.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134TH STREET, 5",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$189,450.00",1/23/2023,40.82531188,-73.9483628
8223,5182.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,1987.0,41.0,C1,"508 WEST 134TH STREET, 8",10031,16.0,0.0,16.0,"3,997","13,765",1905.0,2.0,C1,"$189,450.00",12/22/2022,40.82531188,-73.9483628
8224,5184.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,2002.0,19.0,C1,619 WEST 135 STREET,10031,22.0,0.0,22.0,"3,997","14,260",1905.0,2.0,C1,$0.00,7/5/2023,40.82531188,-73.9483628
8225,5185.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,2002.0,21.0,C1,617 WEST 135 STREET,10031,21.0,0.0,21.0,"3,997","14,260",1905.0,2.0,C1,$0.00,7/5/2023,40.82531188,-73.9483628
8226,5186.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,2002.0,22.0,C1,615 WEST 135 STREET,10031,21.0,0.0,21.0,"3,997","14,260",1905.0,2.0,C1,$0.00,7/5/2023,40.82531188,-73.9483628
8227,5187.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,2002.0,24.0,C1,611 WEST 135 STREET,10031,21.0,0.0,21.0,"3,997","14,260",1905.0,2.0,C1,$0.00,7/5/2023,40.82531188,-73.9483628
8228,5188.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,2002.0,26.0,C1,609 WEST 135 STREET,10031,21.0,0.0,21.0,"3,997","14,260",1905.0,2.0,C1,$0.00,7/5/2023,40.82531188,-73.9483628
8229,5189.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2,2002.0,39.0,C1,"610 WEST 136TH STREET, 3A",10031,20.0,0.0,20.0,"5,445","19,600",1905.0,2.0,C1,"$505,000.00",6/29/2023,40.82531188,-73.9483628
8230,5190.0,HARLEM-WEST,7.0,RENTALS - WALKUP APARTMENTS,2B,2071.0,56.0,C5,542 WEST 140 STREET,10031,8.0,0.0,8.0,"1,098","2,427",1910.0,2.0,C5,"$9,538,778.00",8/29/2023,40.82531188,-73.9483628
8246,4071.0,HARLEM-CENTRAL,2.0,TWO FAMILY DWELLINGS,1,1727.0,47.0,B9,20 WEST 130 STREET,10037,2.0,0.0,2.0,"2,498","3,531",1909.0,1.0,B9,$0.00,4/4/2023,40.8014513,-73.94603712
8247,4072.0,HARLEM-CENTRAL,2.0,TWO FAMILY DWELLINGS,1,1727.0,63.0,B2,52 WEST 130 STREET,10037,2.0,0.0,2.0,"2,498","3,240",1910.0,1.0,B2,$0.00,12/9/2022,40.8014513,-73.94603712
8248,4088.0,HARLEM-CENTRAL,3.0,THREE FAMILY DWELLINGS,1,1754.0,44.0,C0,60 EAST 130 STREET,10037,3.0,0.0,3.0,"1,665","3,332",1910.0,1.0,C0,"$7,249,492.00",5/9/2023,40.8014513,-73.94603712
8249,4128.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2A,1728.0,11.0,C2,57 WEST 130 STREET,10037,5.0,0.0,5.0,"1,998","4,072",1910.0,2.0,C2,$0.00,7/15/2023,40.8014513,-73.94603712
8250,4129.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2A,1728.0,112.0,C3,53 W 130TH STREET,10037,4.0,0.0,4.0,"1,998","4,072",1910.0,2.0,C3,"$25,000.00",5/5/2023,40.8014513,-73.94603712
8251,4130.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2A,1729.0,170.0,C3,438 LENOX AVENUE,10037,4.0,0.0,4.0,"1,410","3,340",1910.0,2.0,C3,"$1,100,000.00",9/28/2023,40.8014513,-73.94603712
8252,4131.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,1735.0,53.0,C1,"36 WEST 138TH STREET, 23",10037,35.0,0.0,35.0,"7,494","31,746",1925.0,2.0,C1,$0.00,3/29/2023,40.8014513,-73.94603712
8253,4173.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,1918.0,36.0,C7,477 LENOX AVENUE,10037,12.0,3.0,15.0,"2,500","11,790",1926.0,2.0,C7,"$7,400,000.00",9/26/2023,40.8014513,-73.94603712
8273,4670.0,HARLEM-CENTRAL,30.0,WAREHOUSES,4,1739.0,22.0,E7,12 WEST 142 STREET,10037,0.0,5.0,5.0,"53,954","93,855",1923.0,4.0,E7,"$22,850,000.00",3/15/2023,40.8014513,-73.94603712
8274,4671.0,HARLEM-CENTRAL,30.0,WAREHOUSES,4,1739.0,33.0,E7,2350 5 AVENUE,10037,0.0,1.0,1.0,"19,983","48,107",1932.0,4.0,E7,"$22,850,000.00",3/15/2023,40.8014513,-73.94603712
8275,4073.0,HARLEM-CENTRAL,2.0,TWO FAMILY DWELLINGS,1,1751.0,51.0,B1,1989 MADISON AVENUE,10035,2.0,0.0,2.0,"1,444","3,572",1980.0,1.0,B1,$0.00,6/21/2023,40.7943595,-73.9417041
8276,4074.0,HARLEM-CENTRAL,2.0,TWO FAMILY DWELLINGS,1,1751.0,62.0,B1,24 EAST 127 STREET,10035,2.0,0.0,2.0,"1,873","3,444",1909.0,1.0,B1,$0.00,3/28/2023,40.7943595,-73.9417041
8277,4086.0,HARLEM-CENTRAL,3.0,THREE FAMILY DWELLINGS,1,1751.0,160.0,C0,28 EAST 127 STREET,10035,3.0,0.0,3.0,"1,873","3,376",1909.0,1.0,C0,"$7,249,492.00",5/9/2023,40.7943595,-73.9417041
8278,4087.0,HARLEM-CENTRAL,3.0,THREE FAMILY DWELLINGS,1,1753.0,16.0,C0,2024 MADISON AVENUE,10035,3.0,0.0,3.0,"1,260","2,322",1905.0,1.0,C0,"$7,249,492.00",5/9/2023,40.7943595,-73.9417041
8279,4132.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2A,1749.0,61.0,C4,20 EAST 125 STREET,10035,4.0,1.0,5.0,"2,018","4,900",1910.0,2.0,C4,"$1,950,000.00",4/4/2023,40.7943595,-73.9417041
8280,4133.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2A,1750.0,63.0,C3,22 EAST 126 STREET,10035,4.0,0.0,4.0,"1,873","3,748",1909.0,2.0,C3,"$7,249,492.00",5/9/2023,40.7943595,-73.9417041
8281,4134.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2A,1751.0,27.0,C4,47 EAST 126 STREET,10035,4.0,0.0,4.0,"1,998","2,994",1900.0,2.0,C4,$0.00,5/22/2023,40.7943595,-73.9417041
8282,4135.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,1751.0,29.0,C5,51 EAST 126TH ST.,10035,11.0,0.0,11.0,"2,498","3,812",1909.0,2.0,C5,"$1,686,494.00",5/8/2023,40.7943595,-73.9417041
8283,4136.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,1751.0,41.0,C4,"78 EAST 127TH STREET, 4",10035,24.0,0.0,24.0,"3,997","15,544",1909.0,2.0,C4,$0.00,3/23/2023,40.7943595,-73.9417041
8284,4137.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,1751.0,67.0,C5,12 EAST 127TH STREET,10035,11.0,0.0,11.0,"1,998","3,093",1910.0,2.0,C5,$0.00,4/27/2023,40.7943595,-73.9417041
8285,4138.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2B,1753.0,49.0,C4,"46-48 EAST 129 STREET, 4W",10035,10.0,0.0,10.0,"3,747","14,310",1910.0,2.0,C4,"$148,975.00",11/10/2022,40.7943595,-73.9417041
8286,4139.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2B,1753.0,49.0,C4,"46-48 EAST 129TH STREET, 1-E",10035,10.0,0.0,10.0,"3,747","14,310",1910.0,2.0,C4,$250.00,11/10/2022,40.7943595,-73.9417041
8287,4140.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2B,1753.0,49.0,C4,"46-48 EAST 129TH STREET, 1-W",10035,10.0,0.0,10.0,"3,747","14,310",1910.0,2.0,C4,$250.00,11/10/2022,40.7943595,-73.9417041
8288,4141.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2B,1753.0,49.0,C4,"46-48 EAST 129TH STREET, 2-E",10035,10.0,0.0,10.0,"3,747","14,310",1910.0,2.0,C4,$250.00,11/10/2022,40.7943595,-73.9417041
8289,4142.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2B,1753.0,49.0,C4,"46-48 EAST 129TH STREET, 2-W",10035,10.0,0.0,10.0,"3,747","14,310",1910.0,2.0,C4,$250.00,11/10/2022,40.7943595,-73.9417041
8290,4143.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2B,1753.0,49.0,C4,"46-48 EAST 129TH STREET, 3-E",10035,10.0,0.0,10.0,"3,747","14,310",1910.0,2.0,C4,$250.00,11/10/2022,40.7943595,-73.9417041
8291,4144.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2B,1753.0,49.0,C4,"46-48 EAST 129TH STREET, 3-W",10035,10.0,0.0,10.0,"3,747","14,310",1910.0,2.0,C4,"$2,500.00",11/10/2022,40.7943595,-73.9417041
8292,4145.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2B,1753.0,49.0,C4,"46-48 EAST 129TH STREET, 4-E",10035,10.0,0.0,10.0,"3,747","14,310",1910.0,2.0,C4,"$148,381.00",11/10/2022,40.7943595,-73.9417041
8293,4146.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2B,1753.0,49.0,C4,"46-48 EAST 129TH STREET, 5-E",10035,10.0,0.0,10.0,"3,747","14,310",1910.0,2.0,C4,"$148,381.00",11/10/2022,40.7943595,-73.9417041
8294,4147.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2A,1754.0,169.0,C5,2117 5,10035,4.0,0.0,4.0,"2,035","3,735",1900.0,2.0,C5,"$1,950,000.00",9/26/2023,40.7943595,-73.9417041
8295,4148.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2A,1770.0,23.0,C4,149 EAST 121 STREET,10035,5.0,0.0,5.0,"1,539","6,175",1900.0,2.0,C4,"$7,249,492.00",5/9/2023,40.7943595,-73.9417041
8296,4213.0,HARLEM-CENTRAL,8.0,RENTALS - ELEVATOR APARTMENTS,2,1748.0,35.0,D7,"1919 MADISON AVE, 509",10035,155.0,1.0,156.0,"81,741","194,030",1997.0,2.0,D7,"$472,000.00",10/3/2023,40.7943595,-73.9417041
8297,4214.0,HARLEM-CENTRAL,8.0,RENTALS - ELEVATOR APARTMENTS,2,1748.0,35.0,D7,"1919 MADISON AVENUE, 423",10035,155.0,1.0,156.0,"81,741","194,030",1997.0,2.0,D7,"$510,000.00",8/29/2023,40.7943595,-73.9417041
8298,4215.0,HARLEM-CENTRAL,8.0,RENTALS - ELEVATOR APARTMENTS,2,1748.0,35.0,D7,"1919 MADISON AVENUE, 610",10035,155.0,1.0,156.0,"81,741","194,030",1997.0,2.0,D7,"$471,000.00",4/26/2023,40.7943595,-73.9417041
8299,4216.0,HARLEM-CENTRAL,8.0,RENTALS - ELEVATOR APARTMENTS,2,1750.0,28.0,D6,69 EAST 125 STREET,10035,75.0,1.0,76.0,"10,790","63,445",2016.0,2.0,D6,"$28,200,000.00",10/16/2023,40.7943595,-73.9417041
8334,4684.0,HARLEM-CENTRAL,33.0,EDUCATIONAL FACILITIES,4,1745.0,55.0,W4,"1825 MADISON AVENUE, 2B",10035,0.0,1.0,1.0,"6,069","29,723",1992.0,4.0,W4,"$620,000.00",9/14/2023,40.7943595,-73.9417041
8335,4711.0,HARLEM-EAST,3.0,THREE FAMILY DWELLINGS,1,1623.0,32.0,C0,65 EAST 117 STREET,10035,3.0,0.0,3.0,"2,053","3,864",2002.0,1.0,C0,$0.00,5/8/2023,40.7943595,-73.9417041
8336,4712.0,HARLEM-EAST,3.0,THREE FAMILY DWELLINGS,1,1623.0,45.0,C0,58 EAST 118 STREET,10035,3.0,0.0,3.0,"2,001","3,864",2002.0,1.0,C0,$0.00,5/23/2023,40.7943595,-73.9417041
8337,4713.0,HARLEM-EAST,3.0,THREE FAMILY DWELLINGS,1,1623.0,106.0,C0,7 EAST 117 STREET,10035,3.0,0.0,3.0,"2,017","3,600",2000.0,1.0,C0,$0.00,8/30/2023,40.7943595,-73.9417041
8338,4716.0,HARLEM-EAST,3.0,THREE FAMILY DWELLINGS,1,1795.0,143.0,C0,322 EAST 119 STREET,10035,3.0,0.0,3.0,"2,153","3,780",2003.0,1.0,C0,"$1,900,000.00",2/15/2023,40.7943595,-73.9417041
8339,4717.0,HARLEM-EAST,3.0,THREE FAMILY DWELLINGS,1,1796.0,48.0,C0,310 EAST 120 STREET,10035,3.0,0.0,3.0,"1,968","3,420",1899.0,1.0,C0,"$1,450,000.00",8/8/2023,40.7943595,-73.9417041
8340,4729.0,HARLEM-EAST,7.0,RENTALS - WALKUP APARTMENTS,2B,1711.0,25.0,C7,"327 PLEASANT AVENUE, 3B",10035,8.0,2.0,10.0,"1,655","6,370",1900.0,2.0,C7,"$235,000.00",11/15/2022,40.7943595,-73.9417041
8341,4730.0,HARLEM-EAST,7.0,RENTALS - WALKUP APARTMENTS,2A,1815.0,45.0,C4,512 EAST 119 STREET,10035,4.0,0.0,4.0,"2,018","4,800",1900.0,2.0,C4,"$2,310,000.00",4/4/2023,40.7943595,-73.9417041
8342,4731.0,HARLEM-EAST,7.0,RENTALS - WALKUP APARTMENTS,2B,1815.0,110.0,C5,515 1/2 EAST 118 STREET,10035,8.0,0.0,8.0,"1,682","2,400",1900.0,2.0,C5,"$270,000.00",3/3/2023,40.7943595,-73.9417041
8354,4870.0,HARLEM-EAST,14.0,RENTALS - 4-10 UNIT,2B,1711.0,22.0,S5,"321 PLEASANT AVENUE, 4B",10035,6.0,1.0,7.0,"1,443","5,458",1910.0,2.0,S5,"$145,000.00",9/19/2023,40.7943595,-73.9417041
8355,4871.0,HARLEM-EAST,14.0,RENTALS - 4-10 UNIT,2A,1785.0,7.0,S4,213 EAST 120TH STREET,10035,4.0,1.0,5.0,"1,892","4,320",1899.0,2.0,S4,"$1,150,000.00",4/21/2023,40.7943595,-73.9417041
8359,4889.0,HARLEM-EAST,21.0,OFFICE BUILDINGS,4,1667.0,7.0,O8,211 EAST 117 STREET,10035,1.0,1.0,2.0,"2,523","3,500",1920.0,4.0,O8,"$1,750,000.00",12/13/2022,40.7943595,-73.9417041
8360,4890.0,HARLEM-EAST,21.0,OFFICE BUILDINGS,4,1784.0,4.0,O2,2191 3 AVENUE,10035,0.0,5.0,5.0,"4,106","15,765",1900.0,4.0,O2,$0.00,4/17/2023,40.7943595,-73.9417041
8361,4904.0,HARLEM-EAST,29.0,COMMERCIAL GARAGES,4,1785.0,17.0,G1,235 EAST 120 STREET,10035,0.0,1.0,1.0,"3,784","3,802",1990.0,4.0,G1,$0.00,7/11/2023,40.7943595,-73.9417041
8363,4194.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,2014.0,14.0,C1,145 WEST 145 STREET,10039,30.0,0.0,30.0,"4,371","18,024",1926.0,2.0,C1,$0.00,7/5/2023,40.8241474,-73.93940647
8364,4195.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,2014.0,16.0,C1,141 WEST 145 STREET,10039,32.0,0.0,32.0,"4,371","18,024",1926.0,2.0,C1,$0.00,7/5/2023,40.8241474,-73.93940647
8365,4196.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,2014.0,18.0,C1,137 WEST 145 STREET,10039,32.0,0.0,32.0,"4,371","18,024",1920.0,2.0,C1,$0.00,7/5/2023,40.8241474,-73.93940647
8366,4199.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,2033.0,21.0,C1,"211 WEST 147 STREET, 1A",10039,12.0,0.0,12.0,"3,747","12,787",1921.0,2.0,C1,"$125,000.00",3/27/2023,40.8241474,-73.93940647
8367,4200.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,2034.0,19.0,C1,215 WEST 148 STREET,10039,15.0,0.0,15.0,"3,739","13,335",1920.0,2.0,C1,"$10,125,000.00",6/2/2023,40.8241474,-73.93940647
8368,4201.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,2034.0,21.0,C1,211 WEST 148 STREET,10039,15.0,0.0,15.0,"3,739","13,335",1920.0,2.0,C1,"$10,125,000.00",6/2/2023,40.8241474,-73.93940647
8369,4202.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,2034.0,22.0,C1,209 WEST 148 STREET,10039,16.0,0.0,16.0,"3,739","13,335",1920.0,2.0,C1,"$10,125,000.00",6/2/2023,40.8241474,-73.93940647
8370,4203.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,2034.0,24.0,C1,207 WEST 148 STREET,10039,15.0,0.0,15.0,"3,739","13,335",1920.0,2.0,C1,"$10,125,000.00",6/2/2023,40.8241474,-73.93940647
8371,4204.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,2034.0,25.0,C1,205 WEST 148 STREET,10039,15.0,0.0,15.0,"3,747","13,335",1920.0,2.0,C1,"$10,125,000.00",6/2/2023,40.8241474,-73.93940647
8372,4205.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,2034.0,27.0,C1,203 WEST 148 STREET,10039,15.0,0.0,15.0,"3,747","13,335",1920.0,2.0,C1,"$10,125,000.00",6/2/2023,40.8241474,-73.93940647
8373,4206.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,2035.0,1.0,C7,2802 FREDRICK DOUGLASS BL,10039,538.0,12.0,550.0,"150,322","436,115",1928.0,2.0,C7,"$3,084,000.00",6/2/2023,40.8241474,-73.93940647
8374,4208.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2B,2051.0,55.0,C5,350 WEST 145 STREET,10039,6.0,2.0,8.0,"1,680","2,118",1910.0,2.0,C5,"$1,150,000.00",6/9/2023,40.8241474,-73.93940647
8375,4243.0,HARLEM-CENTRAL,8.0,RENTALS - ELEVATOR APARTMENTS,2,2034.0,29.0,D7,201 W. 148TH STREET,10039,25.0,1.0,26.0,"5,992","30,632",2005.0,2.0,D7,"$5,855,000.00",6/30/2023,40.8241474,-73.93940647
8376,4244.0,HARLEM-CENTRAL,8.0,RENTALS - ELEVATOR APARTMENTS,2,2036.0,29.0,D1,2600 7 AVENUE,10039,103.0,0.0,103.0,"19,983","93,505",2018.0,2.0,D1,$0.00,12/23/2022,40.8241474,-73.93940647
8413,4211.0,HARLEM-CENTRAL,7.0,RENTALS - WALKUP APARTMENTS,2,2054.0,56.0,C1,401 EDGECOMBE AVENUE,10032,66.0,0.0,66.0,"15,000","53,815",1920.0,2.0,C1,"$11,350,000.00",5/18/2023,40.83730695,-73.94100411
8416,16458.0,WASHINGTON HEIGHTS LOWER,2.0,TWO FAMILY DWELLINGS,1,2109.0,79.0,B2,3 SYLVAN TERRACE,10032,2.0,0.0,2.0,713,"1,500",1899.0,1.0,B2,$0.00,12/20/2022,40.83730695,-73.94100411
8417,16459.0,WASHINGTON HEIGHTS LOWER,2.0,TWO FAMILY DWELLINGS,1,2110.0,42.0,B1,427 WEST 162 STREET,10032,2.0,0.0,2.0,"2,081","3,952",1911.0,1.0,B1,$0.00,7/7/2023,40.83730695,-73.94100411
