RECORD INDEX,NEIGHBORHOOD,BLDGCAT,BLDGDESCRIPTION,TAXCLP,BLOCK,LOT,BLDGCP,ADDRESS,ZIP_CODE,RESIDENTIAL_ UNITS,COMMERCIAL_UNITS,UNITS,LANDSFT,GROSSSF,BUILT,TAXCLSALE,BLDGCTOS,SALE_PRICE,SALE_DATE
10258,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 1201",10013,,,,,,2007,2,R9,"$1,818,750.00",9/28/2023
10259,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 1202",10013,,,,,,2007,2,R9,"$6,250,000.00",9/27/2023
10260,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 1203",10013,,,,,,2007,2,R9,"$5,695,000.00",5/19/2023
10261,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 1204",10013,,,,,,2007,2,R9,"$1,690,000.00",8/31/2023
10262,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 1205",10013,,,,,,2007,2,R9,"$2,025,000.00",7/31/2023
10263,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 1402",10013,,,,,,2007,2,R9,"$6,370,000.00",5/25/2023
10264,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 1404",10013,,,,,,2007,2,R9,"$1,720,000.00",8/4/2023
10265,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 1405",10013,,,,,,2007,2,R9,"$2,068,706.00",8/25/2023
10266,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 1501",10013,,,,,,2007,2,R9,"$1,915,000.00",8/2/2023
10267,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 1502",10013,,,,,,2007,2,R9,"$6,470,000.00",7/17/2023
10268,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 1503",10013,,,,,,2007,2,R9,"$6,080,000.00",7/17/2023
10269,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 1604",10013,,,,,,2007,2,R9,"$8,500,000.00",9/26/2023
10270,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 214",10013,,,,,,2007,2,R9,"$1,925,000.00",8/28/2023
10271,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 218",10013,,,,,,2007,2,R9,"$2,850,000.00",8/29/2023
10272,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 219",10013,,,,,,2007,2,R9,"$2,770,000.00",7/17/2023
10273,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 221",10013,,,,,,2007,2,R9,"$1,325,000.00",8/24/2023
10274,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 302",10013,,,,,,2007,2,R9,"$1,309,500.00",7/18/2023
10275,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 308",10013,,,,,,2007,2,R9,"$3,195,000.00",7/12/2023
10276,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 309",10013,,,,,,2007,2,R9,"$1,695,000.00",8/7/2023
10277,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 312",10013,,,,,,2007,2,R9,"$2,025,000.00",8/16/2023
10278,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 314",10013,,,,,,2007,2,R9,"$1,675,000.00",8/9/2023
10279,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 317",10013,,,,,,2007,2,R9,"$1,240,000.00",9/8/2023
10280,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 318",10013,,,,,,2007,2,R9,"$2,350,000.00",7/11/2023
10281,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 319",10013,,,,,,2007,2,R9,"$2,350,000.00",6/27/2023
10282,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 321",10013,,,,,,2007,2,R9,"$1,335,000.00",7/19/2023
10283,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 322",10013,,,,,,2007,2,R9,"$2,095,000.00",7/18/2023
10284,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 402",10013,,,,,,2007,2,R9,"$1,333,750.00",9/20/2023
10285,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 410",10013,,,,,,2007,2,R9,"$730,000.00",7/10/2023
10286,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 412",10013,,,,,,2007,2,R9,"$2,075,000.00",8/16/2023
10287,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 414",10013,,,,,,2007,2,R9,"$1,610,000.00",7/19/2023
10288,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 418",10013,,,,,,2007,2,R9,"$2,395,000.00",9/8/2023
10289,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 419",10013,,,,,,2007,2,R9,"$2,395,000.00",7/11/2023
10290,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 421",10013,,,,,,2007,2,R9,"$1,345,000.00",7/18/2023
10291,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 422",10013,,,,,,2007,2,R9,"$2,100,000.00",6/22/2023
10292,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 501",10013,,,,,,2007,2,R9,"$999,000.00",6/30/2023
10293,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 502",10013,,,,,,2007,2,R9,"$1,395,000.00",6/28/2023
10294,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 505",10013,,,,,,2007,2,R9,"$5,100,000.00",6/22/2023
10295,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 511",10013,,,,,,2007,2,R9,"$4,500,000.00",9/13/2023
10296,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 514",10013,,,,,,2007,2,R9,"$1,625,000.00",8/16/2023
10297,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 515",10013,,,,,,2007,2,R9,"$1,175,000.00",8/30/2023
10298,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 518",10013,,,,,,2007,2,R9,"$2,450,000.00",8/7/2023
10299,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 519",10013,,,,,,2007,2,R9,"$2,475,000.00",7/27/2023
10300,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 522",10013,,,,,,2007,2,R9,"$2,200,000.00",8/23/2023
10301,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 602",10013,,,,,,2007,2,R9,"$1,450,000.00",6/20/2023
10302,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 610",10013,,,,,,2007,2,R9,"$9,795,000.00",6/23/2023
10303,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 615",10013,,,,,,2007,2,R9,"$1,225,000.00",10/19/2023
10304,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 617",10013,,,,,,2007,2,R9,"$1,290,000.00",8/21/2023
10305,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 621",10013,,,,,,2007,2,R9,"$1,475,000.00",7/21/2023
10306,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 622",10013,,,,,,2007,2,R9,"$2,230,000.00",7/26/2023
10307,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 701",10013,,,,,,2007,2,R9,"$1,575,000.00",9/13/2023
10308,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 705",10013,,,,,,2007,2,R9,"$1,920,000.00",10/11/2023
10309,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 707",10013,,,,,,2007,2,R9,"$2,500,000.00",6/7/2023
10310,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 708",10013,,,,,,2007,2,R9,"$1,295,000.00",8/31/2023
10311,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 710",10013,,,,,,2007,2,R9,"$2,370,000.00",6/27/2023
10312,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 801",10013,,,,,,2007,2,R9,"$1,525,000.00",5/17/2023
10313,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 802",10013,,,,,,2007,2,R9,"$6,500,000.00",5/19/2023
10314,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 804",10013,,,,,,2007,2,R9,"$1,485,000.00",6/6/2023
10315,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 805",10013,,,,,,2007,2,R9,"$1,900,000.00",8/24/2023
10316,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 807",10013,,,,,,2007,2,R9,"$2,595,000.00",6/2/2023
10317,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 808",10013,,,,,,2007,2,R9,"$1,350,000.00",8/29/2023
10318,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 810",10013,,,,,,2007,2,R9,"$2,850,000.00",5/25/2023
10319,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 901",10013,,,,,,2007,2,R9,"$1,695,000.00",6/20/2023
10320,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 904",10013,,,,,,2007,2,R9,"$1,550,000.00",6/12/2023
10321,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 905",10013,,,,,,2007,2,R9,"$2,015,931.00",9/8/2023
10322,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 907",10013,,,,,,2007,2,R9,"$2,625,000.00",6/16/2023
10323,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 908",10013,,,,,,2007,2,R9,"$1,354,250.00",8/30/2023
10324,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 910",10013,,,,,,2007,2,R9,"$2,900,000.00",9/21/2023
10325,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, 9H",10013,,,,,,2007,2,R9,"$905,224.00",8/31/2023
10326,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, COOP",10013,,,,,,2007,2,R9,"$250,000,000.00",5/11/2023
10327,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, P1602",10013,,,,,,2007,2,R9,"$15,500,000.00",9/20/2023
10328,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, TH1",10013,,,,,,2007,2,R9,"$1,695,000.00",10/25/2023
10329,TRIBECA,17,CONDO COOPS,2,224,1304,R9,"450 WASHINGTON STREET, TH4",10013,,,,,,2007,2,R9,"$1,495,000.00",10/12/2023
10330,TRIBECA,21,OFFICE BUILDINGS,4,193,50,O5,381 BROADWAY,10013,0,7,7,"3,835","18,300",1915,4,O5,"$16,750,000.00",4/13/2023
10331,TRIBECA,21,OFFICE BUILDINGS,4,212,18,O6,15 LAIGHT STREET,10013,0,3,3,"13,868","97,814",1900,4,O6,"$273,500,000.00",2/15/2023
10332,TRIBECA,22,STORE BUILDINGS,4,141,12,K4,154 READE STREET,10013,0,4,4,"1,338","5,850",1915,4,K4,"$7,550,000.00",9/19/2023
10333,TRIBECA,22,STORE BUILDINGS,4,181,20,K4,173 FRANKLIN STREET,10013,0,1,1,"2,200","5,920",1900,4,K4,$0.00,7/11/2023
10334,TRIBECA,44,CONDO PARKING,4,215,1424,RG,"157 HUDSON STREET, P8",10013,,1,1,,,,4,RG,"$23,500,000.00",6/30/2023
10335,TRIBECA,44,CONDO PARKING,4,219,1048,RG,"429 GREENWICH STREET, P18",10013,,1,1,,,,4,RG,"$500,000.00",8/30/2023
10336,TRIBECA,46,CONDO STORE BUILDINGS,4,143,1101,RK,"177-179 DUANE STREET, 1W",10013,,1,1,,,,4,RK,"$3,400,000.00",5/1/2023
10337,TRIBECA,46,CONDO STORE BUILDINGS,4,143,1102,RK,"177-179 DUANE STREET, 1E",10013,,1,1,,,,4,RK,"$3,400,000.00",5/1/2023
10338,TRIBECA,47,CONDO NON-BUSINESS STORAGE,4,142,1365,RS,"200 CHAMBERS STREET, ST4",10007,,1,1,,,2005,4,RS,"$31,000.00",6/8/2023
10339,TRIBECA,47,CONDO NON-BUSINESS STORAGE,4,142,1383,RS,"200 CHAMBERS STREET, ST22",10007,,1,1,,,2005,4,RS,"$3,375,000.00",1/5/2023
10340,TRIBECA,47,CONDO NON-BUSINESS STORAGE,4,142,1414,RS,"200 CHAMBERS STREET, ST53",10007,,1,1,,,2005,4,RS,"$4,200,000.00",9/18/2023
10341,TRIBECA,47,CONDO NON-BUSINESS STORAGE,4,188,1001,RS,"65 NORTH MOORE STREET, BSMNT",10013,,1,1,,,1915,4,RS,"$266,782.00",1/17/2023
10342,TRIBECA,47,CONDO NON-BUSINESS STORAGE,4,190,1407,RS,"25 NORTH MOORE STREET, SU7",10013,,1,1,,,,4,RS,$0.00,6/8/2023
10343,TRIBECA,47,CONDO NON-BUSINESS STORAGE,4,190,1408,RS,"25 NORTH MOORE STREET, SU8",10013,,1,1,,,1924,4,RS,$0.00,6/8/2023
10344,TRIBECA,47,CONDO NON-BUSINESS STORAGE,4,190,1416,RS,"25 NORTH MOORE STREET, SU16",10013,,1,1,,,1924,4,RS,"$8,000,000.00",8/1/2023
10345,TRIBECA,47,CONDO NON-BUSINESS STORAGE,4,190,1417,RS,"25 NORTH MOORE STREET, SU17",10013,,1,1,,,1924,4,RS,"$6,900,000.00",3/29/2023
10346,TRIBECA,47,CONDO NON-BUSINESS STORAGE,4,190,1538,RS,"124 HUDSON STREET, STO10",10013,,1,1,,,,4,RS,"$6,700,000.00",7/10/2023
10347,TRIBECA,47,CONDO NON-BUSINESS STORAGE,4,190,1543,RS,"124 HUDSON STREET, STO15",10013,,1,1,,,,4,RS,$0.00,7/26/2023
10348,TRIBECA,47,CONDO NON-BUSINESS STORAGE,4,190,1546,RS,"124 HUDSON STREET, STR18",10013,,1,1,,,,4,RS,"$6,200,000.00",10/19/2023
10349,TRIBECA,47,CONDO NON-BUSINESS STORAGE,4,214,1159,RS,"145 HUDSON STREET, STG-K",10013,,1,1,,,,4,RS,$0.00,7/20/2023
10350,TRIBECA,47,CONDO NON-BUSINESS STORAGE,4,214,1162,RS,"145 HUDSON STREET, STG-N",10013,,1,1,,,,4,RS,$0.00,5/2/2023
10351,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1378,140,A7,54 EAST 64TH STREET,10065,1,0,1,"2,525","11,179",1920,1,A7,"$36,000,000.00",1/23/2023
10352,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1386,10,A5,9 EAST 71ST STREET,10021,1,0,1,"5,108","18,814",1910,1,A5,"$65,603,057.00",6/22/2023
10353,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1389,29,A4,45 E 74TH ST,10021,1,0,1,"1,992","6,822",1910,1,A4,$0.00,1/11/2023
10354,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1391,49,A4,64 EAST 77TH STREET,10075,1,0,1,"1,294","3,440",1920,1,A4,"$5,750,000.00",1/9/2023
10355,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1392,11,A4,15 EAST 77TH STREET,10075,1,0,1,"1,703","5,964",1899,1,A4,"$30,000,000.00",5/1/2023
10356,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1397,23,S1,143 EAST 62ND STREET,10065,1,1,2,"1,170","3,120",1910,1,S1,"$3,800,000.00",3/15/2023
10357,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1398,62,A4,128 EAST 64TH STREET,10065,1,0,1,"1,506","4,280",1899,1,A4,"$5,600,000.00",12/8/2022
10358,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1398,124,A4,145 EAST 63RD STREET,10065,1,0,1,"1,238","2,496",1899,1,A4,"$5,400,000.00",7/20/2023
10359,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1398,148,A4,166 EAST 64TH STREET,10065,1,0,1,"2,008","4,420",1899,1,A4,$0.00,7/31/2023
10360,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1399,3,A4,109 EAST 64TH,10065,1,0,1,"2,092","4,980",1920,1,A4,"$9,750,000.00",2/16/2023
10361,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1399,47,A4,138 EAST 65TH STREET,10065,1,0,1,"2,008","5,358",1899,1,A4,"$16,050,000.00",5/4/2023
10362,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1404,61,A4,126 EAST 70TH STREET,10021,1,0,1,"2,008","6,332",1901,1,A4,"$10,500,000.00",4/20/2023
10363,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1405,44,A4,164 EAST 71ST STREET,10021,1,0,1,"1,255","3,068",1920,1,A4,"$5,975,000.00",1/4/2023
10364,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1406,9,A4,119 EAST 71ST STREET,10021,1,0,1,"2,043","5,960",1920,1,A4,"$12,000,000.00",3/14/2023
10365,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1409,47,A4,178 EAST 75TH STREET,10021,1,0,1,"1,635","3,712",1920,1,A4,$0.00,9/6/2023
10366,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1410,68,A7,110 EAST 76TH STREET,10021,1,0,1,"3,678","11,991",2012,1,A7,"$41,000,000.00",6/29/2023
10367,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1413,25,A4,161 EAST 78TH STREET,10075,1,0,1,"1,839","2,052",1899,1,A4,$0.00,4/5/2023
10368,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1413,124,A4,159 EAST 78TH STREET,10075,1,0,1,"1,839","2,052",1899,1,A4,"$6,550,000.00",5/3/2023
10369,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1417,113,A4,229 EAST 62ND,10065,1,0,1,"1,121","3,708",1899,1,A4,"$6,642,000.00",1/10/2023
10370,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1426,42,A4,212 EAST 72ND STREET,10021,1,0,1,"1,822","3,488",1901,1,A4,"$6,600,000.00",10/26/2023
10371,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1426,42,A4,212 EAST 72ND STREET,10021,1,0,1,"1,822","3,488",1901,1,A4,"$9,000,000.00",7/21/2023
10372,UPPER EAST SIDE (59-79),1,ONE FAMILY DWELLINGS,1,1443,132,A4,360 EAST 69TH STREET,10021,1,0,1,"1,289","3,730",1899,1,A4,"$6,700,000.00",9/1/2023
10373,UPPER EAST SIDE (59-79),2,TWO FAMILY DWELLINGS,1,1390,12,S2,15 EAST 75TH STREET,10021,2,1,3,"1,737","7,286",1905,1,S2,$0.00,8/22/2023
10374,UPPER EAST SIDE (59-79),2,TWO FAMILY DWELLINGS,1,1392,111,B9,17 EAST 77TH STREET,10075,2,0,2,"1,703","3,796",1910,1,B9,"$30,000,000.00",5/1/2023
10375,UPPER EAST SIDE (59-79),2,TWO FAMILY DWELLINGS,1,1397,10,B1,127 EAST 62ND STREET,10065,2,0,2,"1,168","4,520",1899,1,B1,"$10,750,000.00",6/14/2023
10376,UPPER EAST SIDE (59-79),2,TWO FAMILY DWELLINGS,1,1399,26,B3,165 E. 64TH,10065,2,0,2,"2,008","4,000",1899,1,B3,$0.00,4/19/2023
10377,UPPER EAST SIDE (59-79),2,TWO FAMILY DWELLINGS,1,1399,44,B1,144 EAST 65TH STREET,10065,2,0,2,"4,017","9,760",1899,1,B1,"$47,000,000.00",10/19/2023
10378,UPPER EAST SIDE (59-79),2,TWO FAMILY DWELLINGS,1,1405,48,S2,154 EAST 71ST STREET,10021,2,1,3,"2,008","9,300",1915,1,S2,"$11,500,000.00",6/2/2023
10379,UPPER EAST SIDE (59-79),2,TWO FAMILY DWELLINGS,1,1412,63,B1,120 EAST 78TH STREET,10075,2,0,2,"1,839","8,316",1899,1,B1,"$9,250,000.00",11/21/2022
10380,UPPER EAST SIDE (59-79),2,TWO FAMILY DWELLINGS,1,1415,138,B3,222 EAST 61ST STREET,10065,2,0,2,"2,008","4,200",1910,1,B3,"$5,500,000.00",4/4/2023
10381,UPPER EAST SIDE (59-79),2,TWO FAMILY DWELLINGS,1,1433,19,B3,255 EAST 78TH STREET,10075,2,0,2,"1,413","2,730",1899,1,B3,"$3,300,000.00",5/30/2023
10382,UPPER EAST SIDE (59-79),2,TWO FAMILY DWELLINGS,1,1437,121,B9,357 EAST 62ND STREET,10065,2,0,2,"1,607","2,432",1910,1,B9,"$3,200,000.00",7/12/2023
10383,UPPER EAST SIDE (59-79),3,THREE FAMILY DWELLINGS,1,1380,45,C0,54 EAST 66TH STREET,10065,3,0,3,"2,008","4,940",1905,1,C0,"$10,300,000.00",4/18/2023
10384,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2A,1383,61,C5,14 EAST 69TH STREET,10021,4,1,5,"3,012","11,243",1910,2,C5,"$18,300,000.00",3/30/2023
10385,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2A,1391,10,C5,11 EAST 76TH STREET,10021,4,0,4,"2,043","5,875",1900,2,C5,"$10,200,000.00",6/5/2023
10386,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2A,1391,111,C5,15 EAST 76TH STREET,10021,4,1,5,"1,941","7,310",1910,2,C5,$0.00,6/30/2023
10387,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2B,1395,60,C7,130 EAST 61ST STREET,10065,9,1,10,"2,008","8,450",1920,2,C7,"$5,700,000.00",5/3/2023
10388,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2B,1395,63,C5,122 EAST 61ST STREET,10065,10,0,10,"1,807","5,320",1910,2,C5,"$3,250,000.00",5/3/2023
10389,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2B,1395,162,C5,124 EAST 61ST STREET,10065,7,0,7,"1,809","5,584",1910,2,C5,"$3,050,000.00",5/3/2023
10390,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2B,1398,61,C5,132 EAST 64TH STREET,10065,8,0,8,"1,506","3,600",1910,2,C5,"$3,250,000.00",5/23/2023
10391,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2B,1398,160,C5,134 EAST 64TH STREET,10065,8,0,8,"1,506","3,600",1910,2,C5,"$3,250,000.00",5/23/2023
10392,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2,1427,24,C7,1391 2 AVENUE,10021,16,2,18,"2,038","8,425",1920,2,C7,"$5,800,000.00",6/27/2023
10393,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2,1428,35,C5,232 EAST 74TH STREET,10021,22,0,22,"2,554","8,312",1920,2,C5,"$2,092,500.00",7/1/2023
10394,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2,1428,39,C5,220 EAST 74TH STREET,10021,14,0,14,"2,554","8,875",1900,2,C5,"$2,100,000.00",7/1/2023
10395,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2,1432,15,C5,239 EAST 77 STREET,10075,16,0,16,"2,554","7,400",1910,2,C5,"$5,000,000.00",5/4/2023
10396,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2,1444,50,C7,1324 SECOND AVENUE,10021,17,2,19,"1,850","7,800",1910,2,C7,"$16,000.00",8/1/2023
10397,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2,1448,39,C1,332 EAST 74TH STREET,10021,11,0,11,"2,503","7,786",1910,2,C1,"$4,750,000.00",4/20/2023
10398,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2B,1450,22,C7,339 EAST 75TH STREET,10021,8,1,9,"2,377","8,370",1910,2,C7,"$9,500,000.00",5/31/2023
10399,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2B,1451,30,C7,1475 1 AVENUE,10075,9,1,10,"2,038","6,903",1910,2,C7,$0.00,4/25/2023
10400,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2,1470,31,C4,436 EAST 76TH STREET,10021,19,1,20,"2,555","9,620",1910,2,C4,$0.00,12/15/2022
10401,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2,1470,31,C4,436 EAST 76TH STREET,10021,19,1,20,"2,555","9,620",1910,2,C4,"$9,750,000.00",2/13/2023
10402,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2,1470,32,C4,434 EAST 76TH STREET,10021,20,3,23,"2,555","9,655",1910,2,C4,$0.00,12/15/2022
10403,UPPER EAST SIDE (59-79),7,RENTALS - WALKUP APARTMENTS,2,1470,32,C4,434 EAST 76TH STREET,10021,20,3,23,"2,555","9,655",1910,2,C4,"$9,750,000.00",2/13/2023
10404,UPPER EAST SIDE (59-79),8,RENTALS - ELEVATOR APARTMENTS,2,1388,30,D1,51-53 EAST 73RD STREET,10021,20,0,20,"3,576","12,321",1910,2,D1,"$471,358.00",5/9/2023
10405,UPPER EAST SIDE (59-79),8,RENTALS - ELEVATOR APARTMENTS,2,1388,30,D1,53 E 73RD ST,10021,20,0,20,"3,576","12,321",1910,2,D1,$0.00,2/14/2023
10406,UPPER EAST SIDE (59-79),8,RENTALS - ELEVATOR APARTMENTS,2A,1398,42,D5,182 EAST 64TH STREET,10065,4,0,4,"2,511","6,865",1920,2,D5,"$9,700,000.00",11/22/2022
10407,UPPER EAST SIDE (59-79),8,RENTALS - ELEVATOR APARTMENTS,2,1406,7,D1,117 EAST 71ST STREET,10021,30,0,30,"4,087","17,930",1966,2,D1,$0.00,6/30/2023
10408,UPPER EAST SIDE (59-79),8,RENTALS - ELEVATOR APARTMENTS,2,1408,7,D3,109 EAST 73 ST,10021,17,0,17,"2,248","12,144",1920,2,D3,"$7,500,000.00",6/8/2023
10409,UPPER EAST SIDE (59-79),8,RENTALS - ELEVATOR APARTMENTS,2,1409,21,D6,145 EAST 74TH STREET,10021,34,1,35,"7,026","71,189",1923,2,D6,$0.00,11/21/2022
